rgi_id,glacier_name,surge_type,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,term_type,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_sec,dem_source,lmax_m,EastWest,SouthNorth,ela,gradabl,gradacc,ela_std,gradabl_std,gradacc_std,dhdt_mean,dhdt_std,vel_ensemble_year0,vel_ensemble_year10,vel_ensemble_year20,smb_ensemble_year0,smb_ensemble_year10,smb_ensemble_year20,smb_ensemble_mean,smb_ensemble_std,dhdt_ensemble_mean,dhdt_ensemble_std,Mean_velsurf_mag,Std_velsurf_mag,Min_velsurf_mag,Q1_velsurf_mag,Median_velsurf_mag,Q3_velsurf_mag,Max_velsurf_mag,Mean_velsurfobs_mag,Std_velsurfobs_mag,Min_velsurfobs_mag,Q1_velsurfobs_mag,Median_velsurfobs_mag,Q3_velsurfobs_mag,Max_velsurfobs_mag,MAE_velsurf_mag,n_obs_thk,coverage_pct,Mean_thk_model_at_obs,Std_thk_model_at_obs,Mean_thk_obs,Std_thk_obs,MAE_thk,Bias_thk,RMSE_thk,MedianAE_thk,Q95AE_thk,Min_thk_obs,Q1_thk_obs,Median_thk_obs,Q3_thk_obs,Max_thk_obs,eos_sla_mean,eos_sla_n,country,ela_wgmsglamos,ela_source,gradabl_wgmsglamos,gradabl_source,gradacc_wgmsglamos,gradacc_source,annual_mass_balance,annual_mass_balance_std,annual_mass_balance_source,n_years
RGI2000-v7.0-G-11-00414,FR4N01152C13+52C14+53A02 du Vallonet 1,0,11,11-01,G006904E45335N,752939,731,2003-08-13T00:00:00,6.9085,45.3342,32,2.3309,0,0,9,0,6.8963,45.3421,2781.6455,3512.2670,3282.7039,3267.2080,14.7936,1,COPDEM30,2349,0.1192,0.9929,3047,9.4315,2.5785,194.4768,7.2226,1.8856,-0.8647,1.0916,12.6292,11.5791,11.9035,0.4641,-0.0757,-0.2704,0.0393,0.2775,-0.7675,0.2853,9.9481,10.1550,0.0000,4.4840,7.0771,10.9857,71.5054,15.9064,23.4885,0.0000,3.7517,6.9968,17.9009,156.9894,14.7711,0,0.0000,,,,,,,,,,,,,,,3258.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00231,FR4N01084B02-B05+165A03 d'Arsine,0,11,11-01,G006416E44959N,752713,731,2003-08-13T00:00:00,6.4035,44.9612,32,2.2928,0,0,9,0,6.4117,44.9694,2443.4395,3551.0833,2678.8254,2727.5790,21.7828,1,COPDEM30,3283,0.1731,0.9849,2957,5.3441,1.3446,209.1598,2.4317,1.7739,-0.7777,2.9463,0.7499,0.5394,0.5464,-1.1850,-1.2068,-1.0812,-1.1577,0.4871,-0.8659,0.2447,1.2319,0.9408,0.0000,0.4966,0.9385,1.8369,5.8334,3.9035,6.4698,0.0000,1.4545,2.2857,3.8902,72.8199,2.9581,0,0.0000,,,,,,,,,,,,,,,2656.0000,10.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03589,Habach Kees,0,11,11-01,G012377E47149N,756191,731,2003-08-24T00:00:00,12.3767,47.1493,33,2.2742,0,0,9,0,12.3679,47.1575,2347.7910,3218.7898,2774.4585,2784.9763,28.2968,1,COPDEM30,2118,0.3510,0.9364,2947,6.7659,2.5192,232.0197,4.6615,2.5271,-0.4093,4.6363,1.6742,1.1742,1.8002,-1.2569,-0.7400,-0.0914,-0.6961,1.2336,-0.4232,0.4271,2.9741,2.4780,0.0000,0.9669,2.5383,4.6151,14.6326,2.3829,1.9643,0.0000,0.9385,1.8460,3.2922,13.1443,1.8023,0,0.0000,,,,,,,,,,,,,,,2726.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01210,Verra Piccolo - Castore,0,11,11-01,G007794E45916N,753719,731,2003-08-13T00:00:00,7.7943,45.9161,32,2.2712,0,0,9,0,7.7624,45.9106,2829.6560,4177.7905,3506.6855,3516.9830,28.7359,6,COPDEM30,3016,-0.8719,-0.4896,3281,8.1072,0.2690,238.1833,5.5566,0.8083,-0.3337,3.6190,0.5003,0.5228,0.7394,-0.4406,-0.2671,-0.1070,-0.2716,0.8313,-0.1368,0.2095,0.8279,0.8135,0.0000,0.2167,0.6102,1.1986,5.9310,8.1330,9.0928,0.0000,2.5056,4.8755,8.5760,42.6951,7.4493,0,0.0000,,,,,,,,,,,,,,,3535.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00829,,0,11,11-01,G007331E45947N,753348,731,2003-08-13T00:00:00,7.3311,45.9477,32,2.2513,0,0,9,0,7.3450,45.9515,2474.8260,3227.2870,2771.9570,2800.7854,20.0503,2,COPDEM30,2708,0.7948,0.6069,3021,2.9132,1.7629,192.6747,2.5243,2.1375,-0.9155,2.3450,5.0637,3.7618,3.2759,-0.5619,-0.6366,-0.6859,-0.6281,0.6374,-0.9295,0.4315,5.8246,4.7306,0.0000,1.7748,4.9755,9.2011,27.5851,11.7884,10.6676,0.0000,4.8555,8.0758,16.2170,85.6991,8.5701,0,0.0000,,,,,,,,,,,,,,,2784.0000,15.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02719,BLEMLISALPFIRN,0,11,11-01,G008531E46844N,754509,731,2003-08-13T00:00:00,8.5301,46.8482,32,2.2498,0,0,9,0,8.5188,46.8547,2290.7437,2804.7754,2552.8960,2539.9482,18.2307,1,COPDEM30,2360,-0.2471,0.9690,2960,6.1200,2.4639,324.5943,3.6095,2.7067,-1.0595,5.1844,1.2730,0.4901,0.3874,-2.4982,-2.4833,-1.4415,-2.1410,2.2098,-0.9773,0.4769,1.8342,1.4085,0.0000,0.7067,1.5712,2.7533,6.6955,3.6558,2.4600,0.0000,2.0360,3.2478,4.7726,16.3952,2.0674,192,5.3068,34.2348,15.5146,49.9686,20.5288,23.6726,-15.7337,27.3793,22.4535,54.2361,7.0000,34.7500,50.0455,63.5000,95.0000,2554.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00706,Frèbouzie,0,11,11-01,G007009E45873N,753060,731,2003-08-13T00:00:00,7.0086,45.8734,32,2.2485,0,0,9,0,7.0146,45.8661,2451.1953,3493.1270,2976.1616,2971.1304,31.5345,4,COPDEM30,2142,0.8822,-0.4709,3184,5.4512,2.0809,241.0376,4.5445,2.3617,-0.5693,5.2611,2.6074,1.7917,2.6132,-0.7624,-0.3298,-0.0929,-0.3950,0.6662,-0.3653,0.3925,3.3540,3.0123,0.0000,0.9423,2.5128,5.1465,15.2188,14.2075,12.2488,0.0000,3.6142,10.2040,23.9369,48.8282,10.8329,0,0.0000,,,,,,,,,,,,,,,2946.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02527,DRIESTGLETSCHER,0,11,11-01,G008007E46432N,754010,731,2003-08-13T00:00:00,8.0087,46.4304,32,2.2306,0,0,9,0,8.0190,46.4244,2856.2820,3613.8872,3262.0706,3254.9210,23.7993,4,COPDEM30,2027,0.5896,-0.8077,3299,6.1718,0.9429,266.5661,5.2336,2.0330,-0.8044,4.2017,4.0226,2.9477,2.6162,-0.5032,-0.4448,-0.3135,-0.4205,0.4367,-0.4440,0.3655,5.3244,3.6172,0.0000,2.1829,5.3861,8.1717,17.7506,4.3323,3.4052,0.0000,2.0899,3.4024,5.7565,21.4454,2.9626,0,0.0000,,,,,,,,,,,,,,,3254.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00720,A NEUVE GLACIER DE L'-S,0,11,11-01,G007053E45935N,753101,731,2003-08-13T00:00:00,7.0523,45.9325,32,2.2134,0,0,9,0,7.0700,45.9376,2060.5227,3708.8235,2743.9749,2770.6433,31.9102,2,COPDEM30,3144,0.7886,0.6149,2971,8.8457,1.8188,238.3485,4.0835,2.0862,-0.6208,4.6876,5.5348,4.4035,6.6265,-2.3309,-0.3111,0.0460,-0.8653,1.1585,-0.6781,0.2490,6.9743,6.1890,0.0000,2.3381,5.1494,10.1180,34.4946,24.4349,23.8150,0.0000,4.7891,16.2887,39.3678,128.4573,20.7422,151,4.2487,23.5469,5.6631,40.0733,9.7470,17.8327,-16.5264,20.0429,17.5891,31.7940,18.1667,33.2598,39.3333,45.3182,59.8000,2725.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02178,Ventina,0,11,11-01,G009768E46272N,754965,731,2003-07-30T00:00:00,9.7681,46.2719,32,2.2094,0,0,9,0,9.7801,46.2829,2135.4673,3510.3079,2748.1606,2786.4453,25.5968,2,COPDEM30,3627,0.8054,0.5928,3042,7.0233,1.1770,293.1110,3.9013,2.3413,-0.6921,7.3320,1.6838,1.2334,1.6106,-2.1053,-0.6197,-0.2004,-0.9751,1.0695,-0.6285,0.3291,2.2512,2.3252,0.0000,0.5091,1.5131,3.2814,10.6373,6.0765,6.6273,0.0000,1.9735,3.6179,7.4367,36.4952,4.5388,0,0.0000,,,,,,,,,,,,,,,2868.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00548,FR4N01153D08 de Rochemelon,0,11,11-01,G007067E45221N,753124,731,2003-08-13T00:00:00,7.0693,45.2195,32,2.2081,0,0,9,0,7.0598,45.2311,2876.7498,3282.6575,3169.2231,3138.1180,12.6512,1,COPDEM30,2802,-0.1434,0.9897,3277,8.8567,2.6466,104.2902,5.2880,2.5289,-1.1092,0.8988,2.0061,1.2685,0.8191,-1.0859,-1.1781,-1.2334,-1.1658,0.7499,-1.1753,0.6632,2.9233,2.5668,0.0000,0.8538,2.3140,4.4777,12.0801,6.6918,6.1521,0.0000,2.5107,4.8795,8.1503,31.3582,4.3462,0,0.0000,,,,,,,,,,,,,,,3074.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03806,Viltragen Kees,0,11,11-01,G012366E47125N,756187,731,2003-08-24T00:00:00,12.3656,47.1249,33,2.1880,0,0,9,0,12.3900,47.1324,2261.5083,3373.8042,2688.4680,2712.1643,24.2468,2,COPDEM30,3018,0.5839,0.8118,3281,5.9314,0.7323,161.6246,2.8433,2.4876,-0.8677,3.4874,1.3894,0.3284,0.2738,-3.1462,-2.4226,-1.0609,-2.2099,1.2078,-1.2622,0.2250,2.5876,2.2389,0.0000,0.6135,2.0730,4.2052,8.8715,4.7463,4.6987,0.0000,1.8093,3.2822,5.8204,28.6698,3.1034,30,0.8549,51.3818,23.8686,72.7000,29.8944,27.6541,-21.3182,32.3923,26.8728,58.4853,29.0000,53.5000,66.0000,83.7500,135.0000,2749.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02607,TRIFTGLETSCHER-SW,0,11,11-01,G008110E46487N,754104,731,2003-08-13T00:00:00,8.1128,46.4867,32,2.1801,0,0,9,0,8.1313,46.4794,2639.6738,3883.1929,3289.8447,3289.6985,25.6009,3,COPDEM30,3161,0.9277,-0.3734,3299,5.1945,0.6002,207.7563,4.4397,1.2643,-0.7162,3.8833,6.6774,5.1021,4.4147,-0.3161,-0.3637,-0.2856,-0.3218,0.5260,-0.3837,0.3087,7.8573,5.9822,0.0000,2.6889,6.6177,12.4953,21.5283,7.3566,10.7301,0.0000,1.4841,2.8618,9.0510,155.1405,5.6989,0,0.0000,,,,,,,,,,,,,,,3271.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01144,Hohlaub Gletscher,0,11,11-01,G007902E46050N,753874,731,2003-08-13T00:00:00,7.9100,46.0543,32,2.1712,0,0,9,0,7.9348,46.0547,2766.3164,3960.9053,3214.4946,3251.0989,21.4106,2,COPDEM30,3509,0.8208,0.5712,3440,4.5921,1.5700,137.6566,3.1488,1.5106,-0.6823,2.4283,2.5610,2.3599,2.3374,-0.6832,-0.6838,-0.5240,-0.6303,0.5552,-0.5835,0.4020,3.1266,2.2218,0.0000,1.1115,3.0291,4.9446,8.0540,4.5951,3.5475,0.0000,2.1773,3.6904,5.8431,18.9023,2.5320,89,2.5626,41.2603,22.5989,57.2256,27.9996,18.2167,-15.9652,20.8086,17.9830,33.7752,10.0000,31.9672,56.7143,81.4068,107.0000,3205.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00612,Trajo,0,11,11-01,G007276E45599N,753299,731,2003-08-13T00:00:00,7.2759,45.5987,32,2.1703,0,0,9,0,7.2879,45.6090,2788.9612,3687.7646,3323.2660,3306.4434,18.3788,1,COPDEM30,3242,0.2525,0.9676,3427,6.2891,1.2542,195.3822,4.7731,1.6556,-0.6474,1.5892,3.7121,3.1218,2.7364,-0.5543,-0.5968,-0.6129,-0.5880,0.4956,-0.6073,0.4328,5.3385,3.9034,0.0000,1.9821,5.3505,7.7131,27.8434,8.5171,6.1043,0.0000,3.9641,7.3927,11.7672,40.8714,5.2439,0,0.0000,,,,,,,,,,,,,,,3265.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02876,Cedèc,0,11,11-01,G010598E46450N,755405,731,2003-07-30T00:00:00,10.5981,46.4502,32,2.1693,0,0,9,0,10.5861,46.4521,2687.5150,3745.4238,3272.1600,3274.0754,22.0447,8,COPDEM30,2679,-0.8978,0.4404,3283,6.6294,0.0721,181.3879,4.5610,1.0519,-0.5003,1.7387,2.4674,2.1165,2.2656,-0.4328,-0.3831,-0.2542,-0.3567,0.6431,-0.3259,0.4510,2.2162,1.9083,0.0000,0.5514,1.6978,3.7224,8.2621,5.0534,5.0995,0.0000,1.6512,2.9110,6.8478,23.9664,3.5203,2,0.0576,37.2676,7.0936,36.5000,2.5000,4.5936,0.7676,4.6573,4.5936,5.2844,34.0000,35.2500,36.5000,37.7500,39.0000,3239.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02875,Vedretta Lunga,0,11,11-01,G010609E46466N,755418,731,2003-07-30T00:00:00,10.6088,46.4656,32,2.1630,0,0,9,0,10.6293,46.4715,2671.4920,3399.7844,3134.9487,3096.8787,18.1462,2,COPDEM30,2934,0.5352,0.8447,3349,6.1827,0.7987,177.0735,3.8452,2.0809,-0.8922,1.2937,2.2625,1.5949,0.9950,-1.0847,-1.0000,-0.9074,-0.9974,0.5407,-0.8770,0.2959,2.2924,1.8502,0.0000,0.7044,2.0047,3.4895,7.7299,3.7750,3.0336,0.0000,1.8094,2.8562,4.6559,18.4585,2.6614,70,2.0214,44.8328,19.7885,54.5286,26.7079,19.9485,-9.6958,24.7202,17.3904,52.3480,23.0000,36.0000,48.0000,63.0000,145.0000,3099.0000,20.0000,IT,3305.3850,WGMS,6.0690,WGMS,,,-1.0770,0.6570,WGMS,13.0000
RGI2000-v7.0-G-11-01904,Limmern,0,11,11-01,G008978E46815N,754703,731,2003-08-13T00:00:00,8.9822,46.8136,32,2.1465,0,0,9,0,9.0004,46.8156,2277.4167,3387.7302,2759.7446,2771.2402,21.6039,2,COPDEM30,3558,0.7506,0.6608,3119,5.7565,0.4718,276.4500,3.9387,2.3923,-0.9441,5.1331,2.6755,1.1819,0.8825,-2.9078,-1.2089,-0.6773,-1.5980,1.4391,-1.0641,0.4387,4.6806,3.9961,0.0000,1.2916,3.9899,7.0643,23.9247,7.5161,7.0293,0.0000,3.0197,5.3497,9.7208,44.4590,5.3526,206,6.0058,32.0183,14.9898,43.7473,13.6900,18.2363,-11.7290,21.5587,17.5866,39.8253,10.2000,37.0000,45.0000,53.9167,68.2143,2751.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01385,FR4N01144C03 de la Sassiere,0,11,11-01,G006988E45515N,753020,731,2003-08-13T00:00:00,6.9898,45.5130,32,2.1418,0,0,9,0,6.9771,45.5158,2778.9521,3675.0620,3238.1504,3210.1777,20.5731,8,COPDEM30,2262,-0.7168,0.6973,3283,10.7302,3.1526,104.5647,4.7525,1.7458,-0.5925,1.6099,11.0000,8.0242,7.1534,-0.7780,-0.7516,-0.3695,-0.6331,0.8030,-0.6135,0.4617,9.2326,6.6841,0.0000,3.5534,8.4940,14.4007,25.9788,7.6539,9.2054,0.0000,3.2329,4.7545,7.5944,58.3723,9.0958,0,0.0000,,,,,,,,,,,,,,,3227.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01075,Adlergletscher,0,11,11-01,G007879E46014N,753827,731,2003-08-13T00:00:00,7.8794,46.0135,32,2.1383,0,0,9,0,7.8543,46.0103,2964.0380,4100.0800,3417.0393,3451.3975,22.1088,7,COPDEM30,3482,-0.9996,-0.0297,3333,8.0624,0.6276,199.1481,4.4389,0.9779,-0.4237,2.0870,3.3501,2.7799,2.5452,-0.2504,-0.2859,-0.2705,-0.2689,0.4442,-0.3015,0.3377,4.5037,3.7577,0.0000,1.3811,3.1948,7.7304,12.8763,5.6766,4.7865,0.0000,1.9156,4.3462,8.5748,20.8928,3.1465,221,6.4752,44.3600,18.6643,63.3154,28.4638,26.3558,-18.9554,33.1880,18.8652,63.1141,11.4167,36.6364,67.4444,85.0000,130.6667,3353.0000,19.0000,CH,3490.0000,GLAMOS,4.0200,GLAMOS,2.1140,GLAMOS,-0.4220,0.3300,GLAMOS,14.0000
RGI2000-v7.0-G-11-03431,Daunkogel Ferner,0,11,11-01,G011105E46991N,755807,731,2003-07-30T00:00:00,11.0992,46.9885,32,2.1308,0,0,9,0,11.1103,46.9991,2663.3079,3244.0530,2967.5146,2962.4482,19.3560,2,COPDEM30,3452,0.6732,0.7395,3195,5.4280,2.3556,180.9423,2.8273,2.3420,-0.7974,2.1353,1.0900,0.7051,0.5550,-1.0031,-1.0699,-0.6341,-0.9024,0.9834,-0.7093,0.3133,1.8569,1.3442,0.0000,0.7181,1.7967,2.8772,6.3442,2.6332,1.6932,0.0000,1.4455,2.3077,3.4862,10.5689,1.6100,63,1.8443,41.4588,16.9080,70.5714,20.3312,29.6414,-29.1126,32.5695,32.6720,46.8840,35.0000,51.5000,75.0000,80.5000,109.0000,2964.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00970,TRIFTGLETSCHER,0,11,11-01,G007685E46051N,753623,731,2003-08-13T00:00:00,7.6873,46.0501,32,2.1300,0,0,9,0,7.6994,46.0385,2907.7922,3877.0260,3238.3928,3317.2734,21.3769,4,COPDEM30,2969,0.8501,-0.5266,3336,4.6611,1.0749,272.5887,3.7478,1.1330,-0.6156,2.3611,4.0614,3.7494,3.4557,-0.1920,-0.2736,-0.2929,-0.2528,0.5592,-0.3600,0.4650,5.0288,4.0230,0.0000,1.6056,4.3256,7.2309,23.8479,8.6317,6.8371,0.0000,3.7541,6.8492,11.8690,43.3730,5.7481,212,6.1988,59.2800,36.4573,83.8409,54.9149,29.5141,-24.5608,36.7177,26.3554,70.2031,6.5000,47.0000,60.4545,121.6250,198.0000,3217.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00309,FR4N01163C06 des Quirlies 1,0,11,11-01,G006149E45143N,752453,731,2003-08-13T00:00:00,6.1547,45.1417,32,2.1164,0,0,9,0,6.1624,45.1421,2577.3610,3391.6782,2912.7750,2934.6150,22.8668,3,COPDEM30,2351,0.9991,-0.0430,3091,7.7746,2.5011,212.4825,4.2862,2.3672,-0.9251,3.9731,0.6288,0.5797,0.9773,-1.4060,-0.6696,-0.1869,-0.7542,1.1324,-0.5419,0.4068,1.1398,0.9438,0.0000,0.4378,0.8769,1.7030,6.6201,5.6693,6.4118,0.0000,2.2497,3.8620,6.6999,50.1077,4.5266,0,0.0000,,,,,,,,,,,,,,,2898.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03871,Krimmler Kees,0,11,11-01,G012251E47078N,756132,731,2003-08-24T00:00:00,12.2506,47.0778,33,2.1139,0,0,9,0,12.2397,47.0831,2263.8093,3397.6702,2749.1223,2771.2676,30.9381,1,COPDEM30,2459,-0.3032,0.9529,2905,3.8275,2.6662,298.5858,4.4875,2.5077,-0.3806,7.4612,4.2870,5.1868,6.6259,-0.4100,0.0075,0.0801,-0.1075,0.9271,-0.2220,0.5961,5.8942,3.9811,0.0000,2.2808,5.4929,9.1778,16.2189,8.7617,7.7209,0.0000,2.3725,6.4901,13.6773,34.0804,7.2314,0,0.0000,,,,,,,,,,,,,,,2702.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02484,Ghiacciaio del Basòdino,0,11,11-01,G008475E46414N,754465,731,2003-08-13T00:00:00,8.4825,46.4158,32,2.0920,0,0,9,0,8.4931,46.4194,2563.2236,3159.9106,2866.2688,2860.5980,19.4764,2,COPDEM30,2372,0.5621,0.8270,2949,6.6695,3.0026,288.1630,5.1894,2.4070,-0.9628,7.3677,8.7189,6.4018,5.9625,-0.5657,-0.7767,-0.4027,-0.5817,1.3107,-0.6225,0.7086,8.3890,4.6636,0.0000,5.1367,9.4831,11.7508,19.4735,9.7683,13.9660,0.0000,2.6810,5.7299,12.3926,173.9465,7.5936,214,6.4072,33.2342,8.6160,17.2695,4.8360,16.6921,15.9647,18.7711,17.5092,28.4868,2.5714,13.6167,17.6333,20.5000,30.1429,2863.0000,19.0000,CH,3045.0000,GLAMOS,3.7260,GLAMOS,1.7050,GLAMOS,-0.8180,0.6720,GLAMOS,20.0000
RGI2000-v7.0-G-11-03872,Oestliches Sonntags Kees,0,11,11-01,G012254E47118N,756135,731,2003-08-24T00:00:00,12.2544,47.1180,33,2.0842,0,0,9,0,12.2663,47.1212,2566.1200,3247.2244,2865.4453,2865.4062,23.7351,2,COPDEM30,1904,0.7464,0.6655,3068,6.3665,2.3936,207.5945,4.8056,2.2713,-0.7020,2.8914,1.6316,0.9647,0.9005,-1.0828,-0.6328,-0.3893,-0.7016,0.8139,-0.5722,0.3524,2.1032,1.4815,0.0000,0.9093,2.0238,3.1647,7.3816,2.8028,2.4721,0.0000,1.2617,2.1716,3.6254,22.7480,1.7036,0,0.0000,,,,,,,,,,,,,,,2817.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00526,FR4N01153C19 du Baounet 1,0,11,11-01,G007117E45255N,753188,731,2003-08-13T00:00:00,7.1182,45.2547,32,2.0619,0,0,9,0,7.1100,45.2648,2772.1130,3326.0286,3009.9314,3009.6802,15.9242,1,COPDEM30,2561,-0.1733,0.9849,3246,6.9018,1.8089,153.2334,2.3960,2.0123,-1.3741,1.1186,3.5941,1.8728,0.9705,-1.8939,-2.0651,-1.8127,-1.9239,1.2171,-1.6183,0.5254,5.5900,4.0774,0.0000,2.0943,4.6123,8.8608,21.4910,8.6605,7.4702,0.0000,3.8267,6.3137,10.9556,38.6056,4.8724,0,0.0000,,,,,,,,,,,,,,,3058.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01955,TIATSCHA VADRET,0,11,11-01,G010094E46843N,755157,731,2003-07-30T00:00:00,10.0943,46.8405,32,2.0469,0,0,9,0,10.0923,46.8316,2638.7590,3125.3810,2888.8193,2892.9375,16.5710,5,COPDEM30,1804,0.2187,-0.9758,3030,9.3137,3.3517,136.7607,4.7868,2.4647,-1.1008,2.0462,3.3045,2.3909,1.9269,-1.0624,-1.2124,-1.1960,-1.1569,1.4774,-1.0365,0.6596,4.3124,2.9835,0.0000,1.7694,4.0626,6.8482,16.1038,9.5708,13.9903,0.0000,2.8787,4.6762,8.8622,78.5431,7.3194,9,0.2751,16.4999,6.3820,78.5000,9.6061,62.0001,-62.0001,62.6824,64.7082,72.3142,62.0000,70.5000,79.0000,88.0000,91.0000,2860.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02124,FEDOZ VADREC DA,0,11,11-01,G009772E46340N,754966,731,2003-07-30T00:00:00,9.7728,46.3446,32,2.0309,0,0,9,0,9.7619,46.3540,2565.3370,3298.0480,2932.0122,2944.9219,19.4094,8,COPDEM30,2384,-0.7005,0.7136,3111,8.3204,3.0775,176.4320,3.9111,2.6367,-0.8883,4.3337,4.1025,2.9424,2.6563,-1.2707,-1.3362,-0.7106,-1.1058,1.3219,-0.8603,0.4506,3.5301,2.1866,0.0000,1.8352,3.6629,5.2543,8.7899,3.5530,3.5816,0.0000,1.7743,2.7329,4.1125,33.2796,2.7984,168,5.1756,48.3209,16.2351,60.6426,28.6595,19.2496,-12.3217,22.8403,16.6268,42.2599,11.6000,39.5227,57.4182,86.1250,116.5000,2918.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01756,Chelengletscher,1,11,11-01,G008410E46681N,754362,731,2003-08-13T00:00:00,8.4060,46.6821,32,2.0302,0,0,9,0,8.4295,46.6710,2128.9058,3277.0955,2781.5078,2756.3494,25.5452,3,COPDEM30,3351,0.9715,-0.2370,3183,4.2766,1.6881,244.8508,3.1373,2.2831,-0.8524,5.1162,3.4677,1.1440,0.7318,-1.6637,-1.5171,-0.8051,-1.3287,1.2434,-0.9927,0.3475,4.5625,4.2737,0.0000,1.4465,3.1568,6.6318,18.6641,12.8616,13.0468,0.0000,3.3024,8.9278,18.2893,96.1693,9.9022,83,2.5594,41.7120,23.5252,53.4941,26.6347,19.7435,-11.7821,24.0811,18.2164,44.5593,16.5000,32.1917,53.1111,58.7833,118.2222,2768.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01105,WEISSMIES GLETSCHER,0,11,11-01,G008029E46127N,754033,731,2003-08-13T00:00:00,8.0299,46.1360,32,2.0189,0,0,9,0,8.0340,46.1502,2372.4620,3462.7680,2839.0942,2837.8820,22.5313,2,COPDEM30,3398,0.5813,0.8137,2939,6.2142,3.0526,181.9669,4.1218,2.4112,-0.5097,5.5127,3.0490,2.9075,2.9593,-0.5130,-0.5338,-0.3895,-0.4788,0.8134,-0.4139,0.5904,3.9234,2.7222,0.0000,1.3540,4.0209,6.2396,9.9453,6.4755,5.7626,0.0000,2.4865,4.5548,8.6134,31.7227,3.3192,287,8.8910,40.3333,20.7500,60.3382,30.9994,23.0200,-20.0049,29.2331,19.2532,58.3494,8.0000,35.7841,51.6250,81.0000,121.0000,2832.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00109,FR4N01083B06 du Sele 1,0,11,11-01,G006367E44861N,752684,731,2003-09-21T00:00:00,6.3708,44.8637,32,2.0094,0,0,9,0,6.3756,44.8715,2524.0670,3428.8660,2998.6055,2960.2651,24.8206,1,COPDEM30,2706,0.3537,0.9353,3396,5.9842,2.1329,127.4738,3.7474,2.2456,-0.9442,2.6552,2.4440,1.2186,0.7428,-1.7829,-1.4833,-0.9056,-1.3906,0.7575,-0.9589,0.3277,1.9250,2.4621,0.0000,0.1313,1.0998,2.7790,14.2215,4.9651,4.5654,0.0000,2.0447,3.6360,6.4668,42.3868,3.9852,0,0.0000,,,,,,,,,,,,,,,3081.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00096,FR4N01166E06 du Vallon des Etages,0,11,11-01,G006263E44892N,752532,731,2003-08-13T00:00:00,6.2528,44.8928,32,2.0094,0,0,9,0,6.2627,44.8999,2396.2983,3243.5330,2860.0173,2835.7950,31.4781,1,COPDEM30,2919,0.2289,0.9735,2927,7.5733,2.5134,259.4551,4.0125,2.1382,-0.2452,7.6206,0.2512,0.6636,1.2796,-0.8027,-0.2900,-0.0452,-0.3793,0.9622,-0.1785,0.5425,0.2747,0.1697,0.0000,0.1431,0.2613,0.3918,0.8654,3.1684,3.4308,0.0000,1.3374,2.4615,4.1047,31.7176,2.8832,0,0.0000,,,,,,,,,,,,,,,2716.0000,18.0000,,,,,,,,,,,
