rgi_id,glacier_name,surge_type,o1region,o2region,glims_id,anlys_id,subm_id,src_date,cenlon,cenlat,utm_zone,area_km2,primeclass,conn_lvl,term_type,is_rgi6,termlon,termlat,zmin_m,zmax_m,zmed_m,zmean_m,slope_deg,aspect_sec,dem_source,lmax_m,EastWest,SouthNorth,ela,gradabl,gradacc,ela_std,gradabl_std,gradacc_std,dhdt_mean,dhdt_std,vel_ensemble_year0,vel_ensemble_year10,vel_ensemble_year20,smb_ensemble_year0,smb_ensemble_year10,smb_ensemble_year20,smb_ensemble_mean,smb_ensemble_std,dhdt_ensemble_mean,dhdt_ensemble_std,Mean_velsurf_mag,Std_velsurf_mag,Min_velsurf_mag,Q1_velsurf_mag,Median_velsurf_mag,Q3_velsurf_mag,Max_velsurf_mag,Mean_velsurfobs_mag,Std_velsurfobs_mag,Min_velsurfobs_mag,Q1_velsurfobs_mag,Median_velsurfobs_mag,Q3_velsurfobs_mag,Max_velsurfobs_mag,MAE_velsurf_mag,n_obs_thk,coverage_pct,Mean_thk_model_at_obs,Std_thk_model_at_obs,Mean_thk_obs,Std_thk_obs,MAE_thk,Bias_thk,RMSE_thk,MedianAE_thk,Q95AE_thk,Min_thk_obs,Q1_thk_obs,Median_thk_obs,Q3_thk_obs,Max_thk_obs,eos_sla_mean,eos_sla_n,country,ela_wgmsglamos,ela_source,gradabl_wgmsglamos,gradabl_source,gradacc_wgmsglamos,gradacc_source,annual_mass_balance,annual_mass_balance_std,annual_mass_balance_source,n_years
RGI2000-v7.0-G-11-02885,Forni,0,11,11-01,G010609E46395N,755417,731,2003-07-30T00:00:00,10.6088,46.3946,32,11.3305,0,0,9,0,10.5821,46.4060,2492.9026,3652.6472,3141.6978,3110.9697,20.6312,1,COPDEM30,4209,-0.1273,0.9919,3417,3.5083,0.8737,108.7859,2.4236,1.3416,-0.8354,1.8663,3.2078,1.3707,0.9617,-1.0772,-0.9870,-0.7069,-0.9237,0.9151,-0.7553,0.3401,3.0049,2.7791,0.0000,1.1053,2.3357,4.0598,16.9449,5.0472,4.3292,0.0000,1.8170,3.7414,7.2000,36.4312,3.2180,0,0.0000,,,,,,,,,,,,,,,3063.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00773,FR4N01237D03 Bossons,0,11,11-01,G006865E45868N,752892,731,2003-08-13T00:00:00,6.8736,45.8630,32,10.9130,0,0,9,0,6.8521,45.8930,1411.2783,4808.8770,3760.5298,3546.9104,29.6664,1,COPDEM30,7386,-0.3152,0.9490,3252,0.6085,1.0399,261.4386,1.9946,0.6463,-0.3368,5.2254,47.7452,47.2979,47.6966,0.6743,0.2455,0.1598,0.3599,0.3911,-0.0053,0.2397,52.5402,60.5551,0.0000,11.4419,26.3084,70.3644,282.0947,63.9259,93.0998,0.0000,5.4116,20.7349,78.2214,459.6170,31.4621,0,0.0000,,,,,,,,,,,,,,,3393.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01205,Lys,0,11,11-01,G007846E45906N,753757,731,2003-08-13T00:00:00,7.8399,45.9052,32,10.5770,0,0,9,0,7.8124,45.8846,2353.4036,4461.8890,3777.9050,3642.1975,23.7676,5,COPDEM30,5724,-0.3603,-0.9329,3540,5.6261,2.0484,134.4520,4.3965,0.9161,-0.3038,2.9999,24.3656,22.4585,21.5818,0.2417,0.0486,0.0336,0.1080,0.3376,-0.1911,0.2635,22.4290,22.0671,0.0000,3.9255,17.3968,32.2902,119.4792,33.9318,35.1104,0.0000,6.2692,22.2250,52.2256,184.4920,15.6130,0,0.0000,,,,,,,,,,,,,,,3655.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00907,MONT MIN GLACIER DU,0,11,11-01,G007553E45994N,753514,731,2003-08-13T00:00:00,7.5432,46.0144,32,10.4841,0,0,9,0,7.5528,46.0441,1983.4504,3702.9456,3222.2598,3138.8433,16.8798,1,COPDEM30,7581,0.1101,0.9939,3106,7.9088,1.0005,100.1499,1.9279,0.6945,-0.5998,1.4566,12.4848,11.0095,10.2404,-0.1720,-0.2204,-0.1476,-0.1800,0.2647,-0.2766,0.2505,12.3704,14.8791,0.0000,2.4676,7.7230,17.0617,110.8397,13.7479,16.9216,0.0000,3.2899,7.4988,16.6320,125.1497,7.4686,144,3.4442,50.8610,43.8350,72.0861,43.3463,44.9994,-21.2252,57.9610,32.4093,122.4596,9.0000,38.9821,55.6861,101.2004,182.2830,3107.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00688,Miage,0,11,11-01,G006830E45811N,752849,731,2003-08-13T00:00:00,6.8348,45.8103,32,10.1674,0,0,9,0,6.8947,45.7866,1730.4143,4445.1080,2803.4285,2875.1130,23.4426,5,COPDEM30,10103,0.0341,-0.9994,3076,6.0264,0.0206,239.6042,3.4912,0.8742,-0.3476,3.2622,0.1020,0.0953,0.1817,-2.9185,-0.4051,-0.1576,-1.1604,0.9460,-0.5192,0.1010,0.1058,0.1658,0.0000,0.0153,0.0412,0.1124,1.2891,35.2127,40.7805,0.0000,7.1906,21.2462,44.6721,189.3419,35.1064,0,0.0000,,,,,,,,,,,,,,,3341.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03008,Adamello,0,11,11-01,G010535E46167N,755345,731,2003-07-30T00:00:00,10.5345,46.1666,32,10.0970,0,0,9,0,10.5652,46.1870,2540.3777,3406.3845,2989.9756,2973.7817,12.5529,1,COPDEM30,5683,0.0408,0.9992,3205,6.8895,2.1216,55.0848,1.3790,1.5550,-1.5358,1.0544,6.9335,4.3113,2.8176,-1.5380,-1.6675,-1.7353,-1.6469,0.3702,-1.6440,0.3246,8.1993,5.1041,0.0000,4.0907,8.1117,11.7751,21.1110,5.8265,3.6189,0.0000,3.1829,5.1571,7.8599,20.3516,4.5016,0,0.0000,,,,,,,,,,,,,,,2981.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01647,GAULIGLETSCHER,0,11,11-01,G008156E46616N,754167,731,2003-08-13T00:00:00,8.1650,46.6156,32,9.4438,0,0,9,0,8.2111,46.6100,2138.9646,3574.0593,2926.2366,2890.6660,19.5804,3,COPDEM30,6107,0.9890,0.1481,3037,6.2267,2.5460,105.6396,1.0792,1.6972,-1.0055,3.0578,18.1040,13.0620,10.4800,-0.8331,-0.9162,-0.8695,-0.8730,0.4248,-0.9255,0.3732,16.5803,12.2213,0.0000,6.8083,15.0728,23.4543,53.4478,17.0149,19.2581,0.0000,3.7249,10.2778,23.4588,102.4684,9.5048,897,23.7994,67.5341,45.0440,79.0448,56.0262,19.0788,-11.5108,26.1410,14.0799,54.9631,8.2857,38.7200,55.7083,111.8000,269.0000,2920.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03135,Mittelberg Ferner,0,11,11-01,G010873E46909N,755639,731,2003-07-30T00:00:00,10.8727,46.9092,32,9.3309,0,0,9,0,10.9013,46.9325,2445.9670,3530.0786,3043.9390,3017.4155,13.7289,2,COPDEM30,5853,0.4993,0.8664,3114,8.4586,0.8183,67.4139,2.5530,1.3853,-0.9755,1.2252,7.1213,5.8245,4.8291,-0.7289,-0.7833,-0.7484,-0.7535,0.2713,-0.8041,0.2539,7.9697,6.4049,0.0000,2.1936,6.9779,13.1392,24.3687,6.8395,13.0097,0.0000,2.1368,4.1133,7.4023,307.0072,6.6994,120,3.2249,73.3915,40.1608,89.7056,39.0384,25.9050,-16.3140,30.7763,24.5167,53.9178,8.0000,49.0000,96.0000,120.0000,151.0000,3022.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01182,Allalingletscher,0,11,11-01,G007896E46027N,753864,731,2003-08-13T00:00:00,7.9013,46.0318,32,9.2810,0,0,9,0,7.9428,46.0492,2657.4922,4179.5186,3325.4233,3358.8984,18.1204,2,COPDEM30,6035,0.5070,0.8620,3343,4.7401,0.9689,172.2799,1.3112,0.6433,-0.5666,1.9148,11.4453,10.3978,9.4831,-0.3506,-0.3844,-0.3734,-0.3695,0.2851,-0.4041,0.2704,12.2264,9.9225,0.0000,3.5274,10.4423,19.6932,41.1845,12.5407,12.1146,0.0000,3.4226,8.0422,19.1407,54.7263,6.2363,414,11.1350,77.5514,53.0923,87.8484,55.9069,24.9685,-10.2970,30.6399,20.5893,61.6062,2.4706,42.8609,75.3485,117.4703,251.1200,3307.0000,19.0000,CH,3434.0000,GLAMOS,4.1650,GLAMOS,1.3080,GLAMOS,-0.4990,0.6070,GLAMOS,20.0000
RGI2000-v7.0-G-11-01515,Langgletscher,0,11,11-01,G007930E46472N,753896,731,2003-08-13T00:00:00,7.9265,46.4734,32,9.2786,0,0,9,0,7.9080,46.4487,2059.6375,3851.7905,2983.8455,2956.6700,20.9516,5,COPDEM30,6432,-0.2998,-0.9540,3073,5.9082,0.6450,68.2852,1.7484,0.7042,-1.0477,2.3359,13.6254,8.4664,6.8199,-0.7981,-0.8371,-0.6088,-0.7480,0.2302,-0.8351,0.1971,15.0016,12.1247,0.0000,4.6317,11.7247,25.2063,48.2720,15.3867,17.0681,0.0000,2.9476,7.6530,22.0577,70.7700,9.6599,469,12.6963,58.6026,28.4228,68.3665,40.1378,24.8642,-9.7639,31.8018,20.5975,67.1650,6.0000,41.2800,57.5455,85.8909,201.7500,2973.0000,18.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00910,FERP?CLE GLACIER DE,0,11,11-01,G007581E46002N,753536,731,2003-08-13T00:00:00,7.5709,46.0152,32,9.1820,0,0,9,0,7.5652,46.0401,2180.0618,3653.2761,3269.7898,3147.1965,16.9690,1,COPDEM30,5876,-0.3024,0.9532,3109,10.1387,3.7781,50.0519,1.6477,0.8042,-0.4239,1.6707,22.2793,22.0986,23.0620,0.2166,0.0754,0.0861,0.1260,0.2586,-0.0766,0.2399,21.0155,21.4418,0.0000,5.0600,14.9252,28.6010,102.0848,17.6911,22.3715,0.0000,3.9079,8.5643,20.2914,123.7609,10.9724,143,3.8986,52.6665,34.4011,53.6118,26.2649,20.7130,-0.9453,29.4168,15.0732,63.0185,5.1667,39.7004,49.7000,59.4609,135.3750,3182.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02652,OBERER GRINDELWALDGLETSCHER,0,11,11-01,G008131E46609N,754115,731,2003-08-13T00:00:00,8.1202,46.6145,32,9.0230,0,0,9,0,8.0823,46.6268,1369.0785,3651.9540,3027.1257,2951.9795,24.7152,8,COPDEM30,5861,-0.8817,0.4717,3019,6.3127,0.1484,141.9907,3.0165,1.1090,-0.6243,4.0386,14.3615,7.3849,5.2061,-0.8114,-0.7579,-0.5146,-0.6947,0.4154,-0.7582,0.3111,15.1252,22.3608,0.0000,4.0323,8.3567,18.0422,169.9229,20.9241,30.5996,0.0000,3.3812,8.5839,26.6552,239.1911,14.4707,212,5.8954,52.4710,26.8617,58.5665,30.5992,16.2773,-6.0955,22.1146,12.3991,51.0783,9.5000,38.2500,50.9199,74.3523,194.6154,2930.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03456,Kleinleiten Ferner,0,11,11-01,G010987E46794N,755721,731,2003-07-30T00:00:00,10.9857,46.7943,32,8.9719,0,0,9,0,10.9765,46.8212,2409.6892,3364.9192,2989.8083,2974.6973,12.0823,1,COPDEM30,7576,0.1960,0.9806,3302,4.0639,1.1816,96.1778,1.1772,1.7628,-1.2223,1.2634,2.0852,1.4396,1.0630,-1.1049,-1.1448,-1.1991,-1.1496,0.4686,-1.1022,0.3920,2.3891,1.8162,0.0000,0.9277,2.0635,3.6095,10.5438,5.4235,4.7373,0.0000,2.3295,4.3016,6.9507,36.0375,3.5180,85,2.3790,103.8176,35.8577,114.8765,52.7261,20.8081,-11.0589,26.5395,16.9430,51.5050,22.0000,72.0000,100.0000,173.0000,189.5000,3004.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03124,Vernagtferner,3,11,11-01,G010823E46875N,755605,731,2003-07-30T00:00:00,10.8231,46.8748,32,8.5587,0,0,9,0,10.8191,46.8664,2794.9202,3574.5784,3136.9917,3140.9790,15.7252,4,COPDEM30,6631,0.4256,-0.9049,3232,10.1092,-0.1547,117.8837,3.9110,1.3102,-1.0029,1.3070,1.7102,0.8894,0.4755,-1.2616,-1.4107,-0.9262,-1.1995,0.9874,-1.0226,0.2675,2.2765,1.8088,0.0000,0.7978,1.7551,3.6345,12.2411,3.9840,3.9382,0.0000,1.5838,3.1081,5.2821,72.4502,2.5028,54,1.5780,47.0750,21.8792,58.6481,19.6932,29.1322,-11.5732,35.0772,26.9287,63.8035,17.0000,45.2500,55.0000,73.7500,97.0000,3113.0000,18.0000,AT,3253.8000,WGMS,7.3710,WGMS,0.5690,WGMS,-0.8290,0.4910,WGMS,20.0000
RGI2000-v7.0-G-11-00646,Rutor,0,11,11-01,G006997E45648N,753037,731,2003-08-13T00:00:00,6.9971,45.6479,32,8.4976,0,0,9,0,6.9881,45.6622,2538.3240,3426.9210,3002.4858,2993.1863,14.1844,1,COPDEM30,4483,-0.3771,0.9262,3059,8.5951,1.6673,73.4571,3.1355,1.5088,-0.8542,1.0563,11.5768,9.1237,7.5496,-0.5977,-0.7119,-0.6914,-0.6670,0.3331,-0.7913,0.3035,12.0763,12.9735,0.0000,1.7833,8.2729,18.2496,62.5407,10.5323,10.8809,0.0000,3.3098,6.4246,12.7280,60.7580,7.9719,0,0.0000,,,,,,,,,,,,,,,3028.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00678,FR4N01239D01 de Tre la Tete,0,11,11-01,G006784E45784N,752800,731,2003-08-13T00:00:00,6.7931,45.7929,32,8.3631,0,0,9,0,6.7470,45.7892,1999.6450,3840.4348,2967.4497,2928.9622,24.1425,7,COPDEM30,7434,-0.9963,0.0860,3103,5.2161,0.6788,122.2183,2.3439,1.2690,-0.6324,3.2750,1.3898,1.1918,1.6248,-0.8605,-0.6961,-0.3427,-0.6331,0.3671,-0.6172,0.2533,2.3391,2.7632,0.0000,0.2201,1.3462,3.3344,15.7594,13.7336,15.6273,0.0000,2.8589,6.4150,21.0788,77.3002,11.3504,0,0.0000,,,,,,,,,,,,,,,3044.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03808,Schlaten Kees,0,11,11-01,G012386E47103N,756196,731,2003-08-24T00:00:00,12.3856,47.1030,33,8.2713,0,0,9,0,12.4165,47.1138,2132.9036,3578.9875,3071.5483,2969.4211,19.1952,2,COPDEM30,5263,0.8979,0.4401,2920,7.8086,0.8200,112.5759,3.3745,0.7749,-0.6017,2.5197,17.7113,13.5948,11.9936,-0.2213,-0.3250,-0.1893,-0.2452,0.2365,-0.4696,0.1924,16.2668,18.5614,0.0000,1.9628,9.6122,25.1697,91.1696,19.3065,21.4027,0.0000,3.2294,9.8976,31.4682,173.9070,13.1593,63,1.9010,35.6166,29.5488,61.3333,25.9321,32.4331,-25.7167,38.5854,33.0000,70.0000,20.0000,37.0000,57.0000,79.5000,128.0000,3009.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01161,FEEGLETSCHER-N-I,0,11,11-01,G007871E46080N,753857,731,2003-08-13T00:00:00,7.8947,46.0673,32,8.1420,0,0,9,0,7.9031,46.0880,2464.8716,4032.1687,3183.3940,3234.8335,20.0413,2,COPDEM30,5363,0.4858,0.8741,3308,2.9430,0.7400,254.9431,2.6336,0.7824,-0.5046,2.7111,10.1783,8.0544,6.5807,-0.2611,-0.3326,-0.3281,-0.3073,0.2878,-0.4816,0.2481,12.8880,11.3509,0.0000,4.4390,9.2394,18.8588,63.8613,17.3420,17.2227,0.0000,3.5729,9.9355,27.9144,88.9063,10.4161,112,3.4462,57.6578,26.2169,80.2434,32.7687,25.1650,-22.5856,29.3192,25.2293,48.4186,25.1250,54.3964,76.6652,95.2869,155.6733,3192.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00738,FR4N01234A01 du Tour,0,11,11-01,G006988E45987N,753030,731,2003-08-13T00:00:00,6.9949,45.9839,32,8.1237,0,0,9,0,6.9714,45.9971,2189.7031,3731.2570,2969.7812,2980.1118,19.5860,8,COPDEM30,4613,-0.6974,0.7166,3242,1.8304,1.6318,232.9885,1.4413,1.7553,-0.7103,1.9885,8.9363,6.2616,4.6756,-0.4596,-0.5246,-0.5111,-0.4984,0.3520,-0.6326,0.3117,11.3417,11.2553,0.0000,3.1803,6.8571,17.2508,59.1726,12.2290,14.1402,0.0000,2.2335,5.2536,19.1058,87.6588,8.2945,0,0.0000,,,,,,,,,,,,,,,2944.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01755,STEINGLETSCHER,0,11,11-01,G008431E46695N,754394,731,2003-08-13T00:00:00,8.4321,46.7043,32,8.0659,0,0,9,0,8.4342,46.7223,1933.9110,3442.5880,2871.8633,2813.7940,21.9501,1,COPDEM30,6508,-0.0261,0.9997,2979,6.6710,0.4785,238.3113,3.4131,1.6397,-0.7940,4.8115,8.0785,4.8787,4.2106,-1.3548,-0.9858,-0.6664,-1.0023,1.4963,-0.7472,0.3351,6.0365,5.3391,0.0000,1.5359,5.1868,8.8745,25.5744,6.0753,6.3543,0.0000,2.0232,3.8663,7.7444,39.9501,5.1918,392,12.2347,39.0224,22.3201,47.2012,24.2651,15.9303,-8.1788,21.6711,11.7933,53.8765,6.0000,31.1250,46.8339,59.5233,179.0000,2886.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03116,Hintereisferner,0,11,11-01,G010752E46802N,755531,731,2003-07-30T00:00:00,10.7518,46.8023,32,8.0362,0,0,9,0,10.8020,46.8191,2413.2732,3694.6250,3042.9658,3013.4644,18.1381,3,COPDEM30,8548,0.9746,0.2238,3248,4.5095,0.5737,139.0264,1.8528,1.2578,-0.8353,1.6600,0.9234,0.7011,0.6699,-0.6821,-0.6957,-0.6823,-0.6867,0.3663,-0.6358,0.2919,1.3142,1.2583,0.0000,0.1213,1.0367,2.1608,5.1315,4.8403,3.9426,0.0000,2.1234,3.7276,6.5446,26.2541,3.5491,1,0.0311,7.7038,0.0000,12.0000,0.0000,4.2962,-4.2962,4.2962,4.2962,4.2962,12.0000,12.0000,12.0000,12.0000,12.0000,3069.0000,18.0000,AT,3266.0000,WGMS,6.6630,WGMS,-0.0880,WGMS,-1.0530,0.5590,WGMS,18.0000
RGI2000-v7.0-G-11-03115,Vallelunga / Langtauferer,0,11,11-01,G010734E46818N,755520,731,2003-07-30T00:00:00,10.7336,46.8184,32,7.8158,0,0,9,0,10.7140,46.8232,2439.7570,3673.6865,3152.6707,3093.7683,17.3045,8,COPDEM30,4686,-0.6442,0.7648,3129,9.7227,0.6073,66.8515,3.4177,1.1531,-0.7551,1.5225,5.8541,5.2611,4.7543,-0.7828,-0.6086,-0.4529,-0.6148,0.2784,-0.6138,0.2360,5.5310,6.1735,0.0000,1.5521,4.4530,7.1247,57.5842,6.3821,7.0837,0.0000,2.1291,3.8732,7.6880,65.9365,6.2170,437,3.4980,29.1447,26.8796,30.9201,33.2278,26.3069,-1.7754,33.5641,21.7821,62.8667,8.0000,12.0000,15.5000,36.0000,158.0000,3097.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02195,ROSEG VADRET DA,0,11,11-01,G009860E46370N,755002,731,2003-07-30T00:00:00,9.8461,46.3771,32,7.8026,0,0,9,0,9.8440,46.3931,2156.9238,3527.9740,3094.9673,3024.4407,22.9362,1,COPDEM30,4086,-0.0467,0.9989,3096,7.2259,2.2410,166.0774,4.1003,1.6870,-0.4014,4.3276,8.6644,6.8080,6.9424,-0.7736,-0.6868,-0.2918,-0.5840,1.3991,-0.3776,0.3837,8.5801,7.0342,0.0000,2.9295,7.3574,12.8416,46.3205,8.5575,9.2678,0.0000,2.5268,4.9053,11.1036,50.8847,6.3168,529,4.2408,42.7412,20.6841,47.8972,14.1999,16.4103,-5.1559,19.8126,15.1857,39.1839,11.0000,38.8571,46.3333,57.7857,96.0000,3064.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01289,Glacier de la Plaine Morte,0,11,11-01,G007510E46381N,753480,731,2003-08-13T00:00:00,7.5115,46.3838,32,7.7165,0,0,9,0,7.5046,46.3959,2466.8564,2916.3180,2722.9524,2720.1280,6.0921,1,COPDEM30,3954,-0.2374,0.9714,2790,14.5534,7.0394,29.1434,2.7700,1.6532,-1.4889,1.0452,4.6394,4.4023,3.8315,-1.0778,-1.3150,-1.5419,-1.3115,0.4454,-1.4463,0.4055,5.2591,5.0854,0.0000,1.5397,4.2266,7.5980,65.2600,14.3452,16.7978,0.0000,3.9714,7.6944,17.2823,141.5411,11.5393,1921,15.5685,197.9107,80.8334,100.2154,51.0515,102.3770,97.6951,117.8952,98.6581,206.4523,4.8333,63.0000,93.0000,138.2500,218.3636,2694.0000,17.0000,CH,2852.0000,GLAMOS,5.4170,GLAMOS,,,-1.5070,0.7150,GLAMOS,10.0000
RGI2000-v7.0-G-11-00753,FR4N01236A07 de Talefre,0,11,11-01,G006992E45913N,753034,731,2003-08-13T00:00:00,6.9960,45.9158,32,7.6871,0,0,9,0,6.9645,45.9035,2289.6619,3722.8005,2968.1797,2968.2463,23.7961,6,COPDEM30,4934,-0.7713,-0.6364,3088,7.7046,1.9486,101.3850,1.5272,0.9412,-1.0185,2.3291,6.8317,4.8476,4.1568,-1.0901,-1.1235,-1.0023,-1.0719,0.4462,-1.0229,0.2749,7.0133,5.4060,0.0000,2.6369,6.4273,9.8375,29.8027,12.6105,16.2324,0.0000,3.1090,5.7525,15.3633,104.2332,9.3980,0,0.0000,,,,,,,,,,,,,,,3013.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01174,RIEDGLETSCHER,0,11,11-01,G007867E46119N,753786,731,2003-08-13T00:00:00,7.8591,46.1337,32,7.6159,0,0,9,0,7.8371,46.1578,2078.6560,4240.2515,3469.2300,3382.3794,19.3918,1,COPDEM30,6001,-0.2724,0.9622,3355,7.2529,3.1140,90.5007,1.8339,1.1079,-0.4064,2.6503,27.3896,23.7266,22.6401,-0.0328,-0.1876,-0.1401,-0.1201,0.2449,-0.3279,0.2108,29.2154,24.2813,0.0000,12.3975,23.3617,38.9387,129.2473,15.0671,17.5544,0.0000,4.2574,8.5152,18.6017,122.1576,17.5223,225,1.8496,66.4396,34.7954,87.4814,54.1063,37.8521,-21.0417,47.2489,30.1818,87.5243,6.0000,38.9000,75.5455,146.1667,181.0000,3436.0000,17.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-01522,MITTELALETSCHGLETSCHER,0,11,11-01,G008010E46463N,754015,731,2003-08-13T00:00:00,8.0133,46.4597,32,7.4957,0,0,9,0,8.0460,46.4439,2359.0498,4038.3645,3125.1690,3090.0527,24.7288,3,COPDEM30,5260,0.9695,-0.2452,3216,9.1108,1.9835,154.3915,3.1482,1.5321,-0.9500,4.1201,11.7546,7.6379,8.0856,-1.5625,-0.9820,-0.3407,-0.9618,0.8910,-0.8969,0.3631,11.8134,11.1631,0.0000,3.4722,9.5080,15.4828,55.4930,9.9604,13.4095,0.0000,2.0296,3.8226,11.2327,66.7740,9.5346,419,3.5057,52.2266,36.5157,70.0543,44.7361,25.0765,-17.8277,36.2790,15.6806,82.9968,10.2000,33.1333,48.7273,109.5917,181.2500,3152.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00852,BRENAY GLACIER DU,0,11,11-01,G007419E45967N,753445,731,2003-08-13T00:00:00,7.4395,45.9728,32,7.2008,0,0,9,0,7.3909,45.9544,2569.5260,3779.4944,3343.1897,3256.0146,19.5974,5,COPDEM30,6181,-0.1881,-0.9822,3407,4.4330,2.0130,99.8361,1.3597,1.2792,-0.7108,1.6126,6.8022,6.5102,6.5743,-0.5462,-0.4832,-0.3694,-0.4663,0.2604,-0.4796,0.2420,6.5853,7.6430,0.0000,1.6113,4.8383,8.5225,62.1320,10.7189,13.4566,0.0000,3.0174,6.0310,13.5156,108.8429,6.8659,498,4.3210,57.4879,36.2744,73.2493,45.6755,28.4773,-15.7614,35.3472,24.4469,71.5002,3.0000,39.7783,67.1538,93.0000,227.7143,3317.0000,16.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-03278,,0,11,11-01,G010947E46785N,755693,731,2003-07-30T00:00:00,10.9470,46.7850,32,7.1588,0,0,9,0,10.9265,46.7985,2549.3350,3458.1704,3128.0693,3084.4185,16.3272,1,COPDEM30,5596,-0.1656,0.9862,3152,13.9380,5.1272,61.2975,3.9123,1.4707,-0.7864,1.6549,11.7115,9.5409,8.1682,-0.5081,-0.6385,-0.5921,-0.5796,0.3708,-0.7513,0.3433,10.9655,7.7062,0.0000,5.1521,10.3367,15.4327,37.0918,8.7776,13.3523,0.0000,3.1824,6.1075,10.6593,353.6215,8.3957,89,0.7778,75.7594,42.7405,65.2416,25.6835,35.1527,10.5179,41.2282,32.7078,74.3765,16.0000,45.0000,58.0000,90.0000,113.0000,3087.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00732,Saleina,0,11,11-01,G007050E45972N,753075,731,2003-08-13T00:00:00,7.0246,45.9720,32,7.0781,0,0,9,0,7.0819,45.9884,1784.2257,3872.3880,3027.9800,2958.6611,20.8727,2,COPDEM30,6463,0.5770,0.8167,3121,6.6903,3.6774,66.4189,1.4614,1.1668,-0.8745,2.1795,17.3252,13.4226,10.5034,-0.6997,-0.8537,-0.8202,-0.7912,0.3556,-0.9077,0.3222,14.6388,13.7985,0.0000,4.5645,9.9593,22.0984,63.3582,14.9629,21.6886,0.0000,3.4656,7.7510,17.8382,309.6720,11.1324,525,4.6288,56.8609,44.5210,90.8915,37.3175,40.4726,-34.0306,49.3445,34.4247,96.1846,8.5294,62.8889,93.1724,112.9412,179.0615,2996.0000,19.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-02143,FORNO VADREC DEL,0,11,11-01,G009697E46305N,754907,731,2003-07-30T00:00:00,9.7108,46.3156,32,6.8871,0,0,9,0,9.7008,46.3398,2227.3700,3288.2043,2732.0945,2744.3115,19.8678,1,COPDEM30,6504,-0.0527,0.9986,2935,7.3501,1.6422,121.8659,1.6298,1.8144,-1.3568,4.4628,4.3860,3.3999,3.0240,-1.4363,-1.5416,-1.4733,-1.4837,0.9353,-1.3333,0.3999,4.6741,2.7158,0.0000,2.5175,4.8137,6.6175,15.2394,6.0626,5.6931,0.0000,2.6498,4.4471,7.3257,46.0527,3.5269,504,4.5781,74.9619,51.5676,122.1748,93.0582,52.4311,-47.2129,70.7374,34.3266,137.8113,7.8000,37.0000,75.6071,219.0000,292.2857,2748.0000,20.0000,,,,,,,,,,,
RGI2000-v7.0-G-11-00695,Brenva,0,11,11-01,G006899E45830N,752930,731,2003-08-13T00:00:00,6.8993,45.8297,32,6.8775,0,0,9,0,6.9473,45.8163,1384.5026,4441.6816,3008.6895,2924.7870,25.7735,4,COPDEM30,7297,0.8702,-0.4926,2625,14.5685,4.3286,56.7179,1.7962,0.6871,-0.2799,4.6881,90.8950,57.4045,53.8134,0.2834,-0.5929,-0.0775,-0.1290,0.2061,-0.7868,0.1602,96.3031,106.6228,0.0000,14.8024,48.1832,161.1151,537.0235,102.7799,122.7482,0.0000,4.4632,33.4638,190.5264,487.8921,74.6023,0,0.0000,,,,,,,,,,,,,,,3192.0000,18.0000,,,,,,,,,,,
